id,decoding,title,aliases,categories,subcategories,types,variations,directions,configurations,inclinations,source
26,Bent (Half) ⟮Forward⟯ [-] ⟨-⟩ ⧼Bending⧽,Half Forward Bent,Ardha Uttanasana,Bending,,Bent,Half,Forward,-,-,../Body Positions/Half Forward Bent
78,Handstand (Half) ⟮-⟯ [-] ⟨-⟩ ⧼Handstand⧽,Half Handstand,,Balancing,,Handstand,Half,-,-,-,../Body Positions/Half Handstand
21,Headstand (Half) ⟮-⟯ [-] ⟨-⟩ ⧼Headstand⧽,Half Headstand,"Shirshasana A, Shirshasana 1, Sirsasana A, Sirsasana 1, Elbow Headstand",Balancing,,Headstand,Half,-,-,-,../Body Positions/Half Headstand
136,Kneeling (Half) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Half Kneeling,"Taking a Knee, Genuflection",Kneeling,,Kneeling,Half,-,-,-,../Body Positions/Half Kneeling
97,Moon (Half) ⟮-⟯ [-] ⟨-⟩ ⧼Bending⧽,Half Moon,"Ardha Chandrasana, अर्धचन्द्रासन",Bending,,Moon,Half,-,-,-,../Body Positions/Half Moon
174,Standing (-) ⟮-⟯ [Hands on Hips] ⟨-⟩ ⧼Standing⧽,Hands on Hips Standing,Akimbo Standing,Standing,,Standing,-,-,Hands on Hips,-,../Body Positions/Hands on Hips Standing
77,Handstand (-) ⟮-⟯ [-] ⟨-⟩ ⧼Handstand⧽,Handstand,"Yoga Handstand, Downward Facing Tree, Adho Mukha Vrikshasana, अधोमुखवृक्षासन",Balancing,,Handstand,-,-,-,-,../Body Positions/Handstand
89,Hanging (-) ⟮-⟯ [-] ⟨-⟩ ⧼Hanging⧽,Hanging,,Hanging,,Hanging,-,-,-,-,../Body Positions/Hanging
346,Pose (Hanuman's) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Hanuman's Pose,"Hanumanasana, हनुमनासन",Sitting,Pose,Pose,Hanuman's,-,-,-,../Body Positions/Hanuman's Pose
22,Headstand (-) ⟮-⟯ [-] ⟨-⟩ ⧼Headstand⧽,Headstand,"Yoga Headstand, Shirshasana B, Shirshasana 2, Sirsasana B, Sirsasana 2, Kapalasana, शीर्षासन",Balancing,,Headstand,-,-,-,-,../Body Positions/Headstand
347,Head to Knee (-) ⟮-⟯ [-] ⟨-⟩ ⧼Bending⧽,Head-to-Knee,"Head-to-Knee, Janusirsasana, जानुशीर्षासन",Bending,,Head to Knee,-,-,-,-,../Body Positions/Head-to-Knee
301,Hero (-) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Hero,"Hero's Meditation, Virasana, Dhyana Virasana, वीरासन, ध्यान वीरासन",Kneeling,Meditation,Hero,-,-,-,-,../Body Positions/Hero
352,Heron (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Heron,"Kraunchasana, क्रौञ्चासन",Sitting,,Heron,-,-,-,-,../Body Positions/Heron
14,Bridge (High) ⟮-⟯ [-] ⟨-⟩ ⧼Inversion⧽,High Bridge,,Inversion,,Bridge,High,-,-,-,../Body Positions/High Bridge
61,Fowler (High) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,High Fowler,"90 Degree Fowler, Long Sitting",Sitting,,Fowler,High,-,-,-,../Body Positions/High Fowler
2,Lithotomy (High) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,High Lithotomy,,Lying,Medical,Lithotomy,High,Supine,-,-,../Body Positions/High Lithotomy
55,Plank (High) ⟮-⟯ [-] ⟨-⟩ ⧼Crawling⧽,High Plank,,Crawling,,Plank,High,-,-,-,../Body Positions/High Plank
180,Hanging (-) ⟮Horizontal⟯ [-] ⟨-⟩ ⧼Hanging⧽,Horizontal Hanging,,Hanging,,Hanging,-,Horizontal,-,-,../Body Positions/Horizontal Hanging
151,Leaning (-) ⟮Horizontal⟯ [-] ⟨-⟩ ⧼Leaning⧽,Horizontal Leaning,,Leaning,,Leaning,-,Horizontal,-,-,../Body Positions/Horizontal Leaning
197,Suspended (-) ⟮Horizontal⟯ [-] ⟨-⟩ ⧼Suspended⧽,Horizontal Suspended,,Suspended,,Suspended,-,Horizontal,-,-,../Body Positions/Horizontal Suspended
150,Thrust (-) ⟮Horizontal⟯ [-] ⟨-⟩ ⧼Leaning⧽,Horizontal Thrust,,Leaning,,Thrust,-,Horizontal,-,-,../Body Positions/Horizontal Thrust
223,Plank (High) ⟮-⟯ [1 Arm] ⟨Inclined⟩ ⧼Crawling⧽,Inclined 1 Arm High Plank,,Crawling,,Plank,High,-,1 Arm,Inclined,../Body Positions/Inclined 1 Arm High Plank
222,Plank (Low) ⟮-⟯ [1 Arm] ⟨Inclined⟩ ⧼Crawling⧽,Inclined 1 Arm Low Plank,,Crawling,,Plank,Low,-,1 Arm,Inclined,../Body Positions/Inclined 1 Arm Low Plank
108,Standing (-) ⟮Forward⟯ [1 Leg] ⟨-⟩ ⧼Standing⧽,Inclined 1 Leg Forward Standing,,Standing,,Standing,-,Forward,1 Leg,Inclined,../Body Positions/Inclined 1 Leg Forward Standing
166,Sitting (-) ⟮Backward⟯ [-] ⟨Inclined⟩ ⧼Sitting⧽,Inclined Backward Sitting,,Sitting,,Sitting,-,Backward,-,Inclined,../Body Positions/Inclined Backward Sitting
272,Squatting (-) ⟮Backward⟯ [-] ⟨Inclined⟩ ⧼Squatting⧽,Inclined Backward Squatting,,Squatting,,Squatting,-,Backward,-,Inclined,../Body Positions/Inclined Backward Squatting
269,Standing (-) ⟮Backward⟯ [-] ⟨Inclined⟩ ⧼Standing⧽,Inclined Backward Standing,,Standing,,Standing,-,Backward,-,Inclined,../Body Positions/Inclined Backward Standing
184,Straddling (-) ⟮Backward⟯ [-] ⟨-⟩ ⧼Straddling⧽,Inclined Backward Straddling,,Straddling,,Straddling,-,Backward,-,Inclined,../Body Positions/Inclined Backward Straddling
238,Suspended (-) ⟮Backward⟯ [-] ⟨Inclined⟩ ⧼Suspended⧽,Inclined Backward Suspended,,Suspended,,Suspended,-,Backward,-,Inclined,../Body Positions/Inclined Backward Suspended
233,Crawling (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Crawling⧽,Inclined Crawling,,Crawling,,Crawling,-,-,-,Inclined,../Body Positions/Inclined Crawling
225,Dog (-) ⟮Downward⟯ [-] ⟨Inclined⟩ ⧼Bending⧽,Inclined Downward Dog,,Bending,,Dog,Downward,-,-,Inclined,../Body Positions/Inclined Downward Dog
37,Sitting (-) ⟮Forward⟯ [-] ⟨Inclined⟩ ⧼Sitting⧽,Inclined Forward Sitting,,Sitting,,Sitting,-,Forward,-,Inclined,../Body Positions/Inclined Forward Sitting
64,Squatting (-) ⟮Forward⟯ [-] ⟨Inclined⟩ ⧼Squatting⧽,Inclined Forward Squatting,,Squatting,,Squatting,-,Forward,-,Inclined,../Body Positions/Inclined Forward Squatting
168,Standing (-) ⟮Forward⟯ [-] ⟨Inclined⟩ ⧼Standing⧽,Inclined Forward Standing,,Standing,,Standing,-,Forward,-,Inclined,../Body Positions/Inclined Forward Standing
183,Straddling (-) ⟮Forward⟯ [-] ⟨-⟩ ⧼Straddling⧽,Inclined Forward Straddling,,Straddling,,Straddling,-,Forward,-,Inclined,../Body Positions/Inclined Forward Straddling
239,Suspended (-) ⟮Forward⟯ [-] ⟨Inclined⟩ ⧼Suspended⧽,Inclined Forward Suspended,,Suspended,,Suspended,-,Forward,-,Inclined,../Body Positions/Inclined Forward Suspended
38,Squatting (Full) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Squatting⧽,Inclined Full Squatting,,Squatting,,Squatting,Full,-,-,Inclined,../Body Positions/Inclined Full Squatting
181,Hanging (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Hanging⧽,Inclined Hanging,,Hanging,,Hanging,-,-,-,Inclined,../Body Positions/Inclined Hanging
207,Fowler (High) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Sitting⧽,Inclined High Fowler,,Sitting,,Fowler,High,-,-,Inclined,../Body Positions/Inclined High Fowler
51,Plank (High) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Crawling⧽,Inclined High Plank,,Crawling,,Plank,High,-,-,Inclined,../Body Positions/Inclined High Plank
235,Kneeling (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Kneeling⧽,Inclined Kneeling,,Kneeling,,Kneeling,-,-,-,Inclined,../Body Positions/Inclined Kneeling
234,Plank (-) ⟮-⟯ [Kneeling] ⟨Inclined⟩ ⧼Crawling⧽,Inclined Kneeling Plank,,Crawling,,Plank,-,-,Kneeling,Inclined,../Body Positions/Inclined Kneeling Plank
49,Lying (-) ⟮Lateral⟯ [-] ⟨Inclined⟩ ⧼Lying⧽,Inclined Lateral Lying,,Lying,,Lying,-,Lateral,-,Inclined,../Body Positions/Inclined Lateral Lying
103,Plank (-) ⟮Lateral⟯ [-] ⟨Inclined⟩ ⧼Crawling⧽,Inclined Lateral Plank,,Crawling,,Plank,-,Lateral,-,Inclined,../Body Positions/Inclined Lateral Plank
209,Fowler (Low) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Sitting⧽,Inclined Low Fowler,,Sitting,,Fowler,Low,-,-,Inclined,../Body Positions/Inclined Low Fowler
210,Plank (Low) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Crawling⧽,Inclined Low Plank,,Crawling,,Plank,Low,-,-,Inclined,../Body Positions/Inclined Low Plank
187,Lying (-) ⟮Supine⟯ [Lowered Knees] ⟨Inclined⟩ ⧼Lying⧽,Inclined Lowered Knees Supine Lying,,Lying,,Lying,-,Supine,Lowered Knees,Inclined,../Body Positions/Inclined Lowered Knees Supine Lying
265,Squatting (Partial) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Squatting⧽,Inclined Partial Squatting,,Squatting,,Squatting,Partial,-,-,Inclined,../Body Positions/Inclined Partial Squatting
104,Plank (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Crawling⧽,Inclined Plank,Inclined Low Plank,Crawling,,Plank,-,-,-,Inclined,../Body Positions/Inclined Plank
140,Lying (-) ⟮Prone⟯ [-] ⟨Inclined⟩ ⧼Lying⧽,Inclined Prone Lying,,Lying,,Lying,-,Prone,-,Inclined,../Body Positions/Inclined Prone Lying
293,Lying (-) ⟮Supine⟯ [Raised Legs] ⟨Inclined⟩ ⧼Lying⧽,Inclined Raised Legs Supine Lying,,Lying,,Lying,-,Supine,Raised Legs,Inclined,../Body Positions/Inclined Raised Legs Supine Lying
245,Running (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Running⧽,Inclined Running,,Running,,Running,-,-,-,Inclined,../Body Positions/Inclined Running
205,Fowler (Semi) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Sitting⧽,Inclined Semi Fowler,,Sitting,,Fowler,Semi,-,-,Inclined,../Body Positions/Inclined Semi Fowler
69,Squatting (-) ⟮-⟯ [Split] ⟨Inclined⟩ ⧼Squatting⧽,Inclined Split Squatting,,Squatting,,Squatting,-,-,Split,Inclined,../Body Positions/Inclined Split Squatting
370,Squatting (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Squatting⧽,Inclined Squatting,,Squatting,,Squatting,-,-,-,Inclined,../Body Positions/Inclined Squatting
85,Standing (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Standing⧽,Inclined Standing,,Standing,,Standing,-,-,-,Inclined,../Body Positions/Inclined Standing
48,Lying (-) ⟮Supine⟯ [-] ⟨Inclined⟩ ⧼Lying⧽,Inclined Supine Lying,Reverse Trendelenburg,Lying,,Lying,-,Supine,-,Inclined,../Body Positions/Inclined Supine Lying
237,Suspended (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Suspended⧽,Inclined Suspended,,Suspended,,Suspended,-,-,-,Inclined,../Body Positions/Inclined Suspended
212,Plank (High) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Leaning⧽,Inclined Upward High Plank,,Leaning,,Plank,High,Upward,-,Inclined,../Body Positions/Inclined Upward High Plank
211,Plank (Low) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Leaning⧽,Inclined Upward Low Plank,,Leaning,,Plank,Low,Upward,-,Inclined,../Body Positions/Inclined Upward Low Plank
244,Walking (-) ⟮-⟯ [-] ⟨Inclined⟩ ⧼Walking⧽,Inclined Walking,,Walking,,Walking,-,-,-,Inclined,../Body Positions/Inclined Walking
368,Stretch (Intense) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Standing⧽,Intense Lateral Stretch,"Intense Side Stretch, Parshvottanasana, पार्श्वोत्तनासन",Standing,,Stretch,Intense,Lateral,-,-,../Body Positions/Intense Lateral Stretch
296,Practice (-) ⟮Inverted⟯ [-] ⟨-⟩ ⧼Inversion⧽,Inverted Practice,"Legs Up the Wall, Viparita Karani, Uttanapadasana, विपरीतकरणि",Inversion,,Practice,-,Inverted,-,-,../Body Positions/Inverted Practice
295,Staff (-) ⟮Inverted⟯ [-] ⟨-⟩ ⧼Inversion⧽,Inverted Staff,"Viparita Dandasana, विपरीत दण्डासन",Inversion,,Staff,-,Inverted,-,-,../Body Positions/Inverted Staff
351,Pose (Kaundinya's) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Kaundinya's Pose,"Kaundinyasana, कौण्डिन्यसन",Balancing,Pose,Pose,Kaundinya's,-,-,-,../Body Positions/Kaundinya's Pose
310,Pigeon (King) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,King Pigeon,"Rajakapotasana, राजकपोतासन",Sitting,,Pigeon,King,-,-,-,../Body Positions/King Pigeon
147,Lying (-) ⟮Prone⟯ [Knee to Chest] ⟨-⟩ ⧼Lying⧽,Knee to Chest Prone Lying,,Lying,Medical,Lying,-,Prone,Knee to Chest,-,../Body Positions/Knee to Chest Prone Lying
127,Lying (-) ⟮Supine⟯ [Knee to Chest] ⟨-⟩ ⧼Lying⧽,Knee to Chest Supine Lying,Knee-Chest Supine Lying,Lying,,Lying,-,Supine,Knee to Chest,-,../Body Positions/Knee to Chest Supine Lying
121,Plank (-) ⟮-⟯ [Knee to Elbow] ⟨-⟩ ⧼Crawling⧽,Knee to Elbow Plank,Knee-Elbow Plank,Crawling,,Plank,-,-,Knee to Elbow,-,../Body Positions/Knee to Elbow Plank
214,Plank (High) ⟮-⟯ [Kneeling] ⟨-⟩ ⧼Crawling⧽,Kneeling High Plank,,Crawling,,Plank,High,-,Kneeling,-,../Body Positions/Kneeling High Plank
281,Lunge (-) ⟮Lateral⟯ [Kneeling] ⟨-⟩ ⧼Lunging⧽,Kneeling Lateral Lunge,,Lunging,,Lunge,-,Lateral,Kneeling,-,../Body Positions/Kneeling Lateral Lunge
213,Plank (Low) ⟮-⟯ [Kneeling] ⟨-⟩ ⧼Crawling⧽,Kneeling Low Plank,,Crawling,,Plank,Low,-,Kneeling,-,../Body Positions/Kneeling Low Plank
198,Plank (-) ⟮-⟯ [Kneeling] ⟨-⟩ ⧼Crawling⧽,Kneeling Plank,,Crawling,,Plank,Knee,-,-,-,../Body Positions/Kneeling Plank
34,Sitting (-) ⟮-⟯ [Knees Apart] ⟨-⟩ ⧼Sitting⧽,Knees Apart Sitting,,Sitting,,Sitting,-,-,Knees Apart,-,../Body Positions/Knees Apart Sitting
120,Kowtowing (-) ⟮-⟯ [-] ⟨-⟩ ⧼Crawling⧽,Kowtowing,,Crawling,Gesture,Kowtowing,-,-,-,-,../Body Positions/Kowtowing
75,Bent (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Bending⧽,Lateral Bent,Side Bent,Bending,,Bent,-,Lateral,-,-,../Body Positions/Lateral Bent
231,Boat (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Lateral Boat,,Balancing,,Boat,-,Lateral,-,-,../Body Positions/Lateral Boat
292,Squatting (Full) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Squatting⧽,Lateral Full Squatting,,Squatting,,Squatting,Full,Lateral,-,-,../Body Positions/Lateral Full Squatting
54,Plank (High) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Crawling⧽,Lateral High Plank,Side High Plank,Crawling,,Plank,High,Lateral,-,-,../Body Positions/Lateral High Plank
131,Jumping (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Suspended⧽,Lateral Jumping,"Lateral Jump, Side Jumping",Suspended,,Jumping,-,Lateral,-,-,../Body Positions/Lateral Jumping
83,Leaning (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Leaning⧽,Lateral Leaning,,Leaning,,Leaning,-,Lateral,-,-,../Body Positions/Lateral Leaning
201,Lunge (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Lunging⧽,Lateral Lunge,,Lunging,,Lunge,-,Lateral,-,-,../Body Positions/Lateral Lunge
139,Lying (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Lying⧽,Lateral Lying,Side Lying,Lying,,Lying,-,Lateral,-,-,../Body Positions/Lateral Lying
56,Plank (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Crawling⧽,Lateral Plank,"Side Plank, Vasishta's Pose, Vasishtasana, वसिष्ठासन",Balancing,,Plank,-,Lateral,-,-,../Body Positions/Lateral Plank
253,Running (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Running⧽,Lateral Running,,Running,,Running,-,Lateral,-,-,../Body Positions/Lateral Running
18,Split (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Sitting⧽,Lateral Split,"Side Split, Samakonasana, समकोणासन",Sitting,Split,Split,-,Lateral,-,-,../Body Positions/Lateral Split
109,Squatting (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Squatting⧽,Lateral Squatting,Side Squatting,Squatting,,Squatting,-,Lateral,-,-,../Body Positions/Lateral Squatting
252,Walking (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Walking⧽,Lateral Walking,,Walking,,Walking,-,Lateral,-,-,../Body Positions/Lateral Walking
196,Standing (-) ⟮-⟯ [Leg Forward] ⟨-⟩ ⧼Standing⧽,Leg Forward Standing,,Standing,,Standing,-,-,Leg Forward,-,../Body Positions/Leg Forward Standing
270,Squatting (Full) ⟮-⟯ [Legs Apart] ⟨-⟩ ⧼Squatting⧽,Legs Apart Full Squatting,,Squatting,,Squatting,Full,-,Legs Apart,-,../Body Positions/Legs Apart Full Squatting
280,Bent (Half) ⟮Forward⟯ [Legs Apart] ⟨-⟩ ⧼Bending⧽,Legs Apart Half Forward Bent,,Bending,,Bent,Half,Forward,Legs Apart,-,../Body Positions/Legs Apart Half Forward Bent
274,Fowler (High) ⟮-⟯ [Legs Apart] ⟨-⟩ ⧼Sitting⧽,Legs Apart High Fowler,,Sitting,,Fowler,High,-,Legs Apart,-,../Body Positions/Legs Apart High Fowler
276,Fowler (Low) ⟮-⟯ [Legs Apart] ⟨-⟩ ⧼Sitting⧽,Legs Apart Low Fowler,,Sitting,,Fowler,Low,-,Legs Apart,-,../Body Positions/Legs Apart Low Fowler
283,Fowler (High) ⟮Reverse⟯ [Legs Apart] ⟨-⟩ ⧼Sitting⧽,Legs Apart Reverse High Fowler,,Sitting,,Fowler,High,Reverse,Legs Apart,-,../Body Positions/Legs Apart Reverse High Fowler
284,Fowler (Low) ⟮Reverse⟯ [Legs Apart] ⟨-⟩ ⧼Sitting⧽,Legs Apart Reverse Low Fowler,,Sitting,,Fowler,Low,Reverse,Legs Apart,-,../Body Positions/Legs Apart Reverse Low Fowler
282,Fowler (Semi) ⟮Reverse⟯ [Legs Apart] ⟨-⟩ ⧼Sitting⧽,Legs Apart Reverse Semi Fowler,,Sitting,,Fowler,Semi,Reverse,Legs Apart,-,../Body Positions/Legs Apart Reverse Semi Fowler
275,Fowler (Semi) ⟮-⟯ [Legs Apart] ⟨-⟩ ⧼Sitting⧽,Legs Apart Semi Fowler,,Sitting,,Fowler,Semi,-,Legs Apart,-,../Body Positions/Legs Apart Semi Fowler
267,Squatting (-) ⟮-⟯ [Legs Apart] ⟨-⟩ ⧼Squatting⧽,Legs Apart Squatting,,Squatting,,Squatting,-,-,Legs Apart,-,../Body Positions/Legs Apart Squatting
193,Standing (-) ⟮-⟯ [Legs Apart] ⟨-⟩ ⧼Standing⧽,Legs Apart Standing,,Standing,,Standing,-,-,Legs Apart,-,../Body Positions/Legs Apart Standing
362,Liberated (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Liberated,"Muktasana, मुक्तासन",Sitting,Meditation,Liberated,-,-,-,-,../Body Positions/Liberated
315,Lion (-) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Lion,"Simhasana, सिंहासन",Kneeling,Meditation,Lion,-,-,-,-,../Body Positions/Lion
1,Lithotomy (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Lithotomy,Standard Lithotomy,Lying,Medical,Lithotomy,-,Supine,-,-,../Body Positions/Lithotomy
311,Locust (-) ⟮Prone⟯ [-] ⟨-⟩ ⧼Lying⧽,Locust,"Shalabhasana, शलभासन",Lying,,Locust,-,Prone,-,-,../Body Positions/Locust
117,Log (-) ⟮-⟯ [-] ⟨-⟩ ⧼Lying⧽,Log,,Lying,Sleeping,Log,-,-,-,-,../Body Positions/Log
365,Lotus (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Lotus,"Padmasana, पद्मासन",Sitting,Meditation,Lotus,-,-,-,-,../Body Positions/Lotus
59,Fowler (Low) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Low Fowler,30 Degree Fowler,Sitting,,Fowler,Low,-,-,-,../Body Positions/Low Fowler
291,Lunge (Low) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Lunging⧽,Low Lateral Lunge,,Lunging,,Lunge,Low,Lateral,-,-,../Body Positions/Low Lateral Lunge
118,Lithotomy (Low) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Low Lithotomy,,Lying,Medical,Lithotomy,Low,Supine,-,-,../Body Positions/Low Lithotomy
337,Plank (Low) ⟮-⟯ [-] ⟨-⟩ ⧼Crawling⧽,Low Plank,"Four-Limbed Staff, Chaturanga Dandasana, चतुरङ्गदण्डासन",Crawling,,Plank,Low,-,-,-,../Body Positions/Low Plank
188,Lying (-) ⟮Prone⟯ [Lowered Knees] ⟨-⟩ ⧼Lying⧽,Lowered Knees Prone Lying,,Lying,,Lying,-,Prone,Lowered Knees,-,../Body Positions/Lowered Knees Prone Lying
185,Lying (-) ⟮Supine⟯ [Lowered Knees] ⟨-⟩ ⧼Lying⧽,Lowered Knees Supine Lying,,Lying,,Lying,-,Supine,Lowered Knees,-,../Body Positions/Lowered Knees Supine Lying
189,Lying (-) ⟮Prone⟯ [Lowered Knees] ⟨-⟩ ⧼Lying⧽,Lowered Legs Prone Lying,,Lying,,Lying,-,Prone,Lowered Legs,-,../Body Positions/Lowered Legs Prone Lying
71,Lunge (-) ⟮-⟯ [-] ⟨-⟩ ⧼Lunging⧽,Lunge,,Lunging,,Lunge,-,-,-,-,../Body Positions/Lunge
358,Pose (Marichi's) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Marichi's Pose,"Marichyasana, मरीच्यासन",Sitting,Pose,Pose,Marichi's,-,-,-,../Body Positions/Marichi's Pose
20,Split (Martial Arts) ⟮-⟯ [-] ⟨-⟩ ⧼Suspended⧽,Martial Arts Split,,Suspended,Split,Split,Martial Arts,-,-,-,../Body Positions/Martial Arts Split
360,Pose (Matsyendra's) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Matsyendra's Pose,"Lord of the Fishes, Matsyendrasana, मत्स्येन्द्रासन",Sitting,Pose,Pose,Matsyendra's,-,-,-,../Body Positions/Matsyendra's Pose
320,Mountain (-) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Mountain,"Tadasana, ताडासन",Standing,,Mountain,-,-,-,-,../Body Positions/Mountain
306,Noose (-) ⟮-⟯ [-] ⟨-⟩ ⧼Squatting⧽,Noose,"Pashasana, पाशासन",Squatting,,Noose,-,-,-,-,../Body Positions/Noose
15,Split (Over) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Over Split,Oversplit,Sitting,Split,Split,Over,-,-,-,../Body Positions/Over Split
