id,decoding,title,aliases,categories,subcategories,types,variations,directions,configurations,inclinations,source
142,Military (Parade Rest) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Parade Rest Military,Parade Rest Soldier,Standing,,Military,Parade Rest,-,-,-,../Body Positions/Parade Rest Military
195,Standing (-) ⟮-⟯ [Parallel Legs] ⟨-⟩ ⧼Standing⧽,Parallel Legs Standing,,Standing,,Standing,-,-,Parallel Legs,-,../Body Positions/Parallel Legs Standing
165,Bent (Partial) ⟮-⟯ [-] ⟨-⟩ ⧼Bending⧽,Partial Bent,,Bending,,Bent,Partial,-,-,-,../Body Positions/Partial Bent
72,Lunge (Partial) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Lunging⧽,Partial Lateral Lunge,Side Lunge,Lunging,,Lunge,Partial,Lateral,-,-,../Body Positions/Partial Lateral Lunge
163,Lunge (Partial) ⟮-⟯ [-] ⟨-⟩ ⧼Lunging⧽,Partial Lunge,,Lunging,,Lunge,Partial,-,-,-,../Body Positions/Partial Lunge
65,Squatting (Partial) ⟮-⟯ [-] ⟨-⟩ ⧼Squatting⧽,Partial Squatting,,Squatting,,Squatting,Partial,-,-,-,../Body Positions/Partial Squatting
361,Peacock (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Peacock,"Mayurasana, मयूरासन",Balancing,,Peacock,-,-,-,-,../Body Positions/Peacock
355,Pendant (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Pendant,"Lolasana, लोलासन",Balancing,,Pendant,-,-,-,-,../Body Positions/Pendant
349,Pigeon (-) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Pigeon,"Kapotasana, कपोतासन",Kneeling,,Pigeon,-,-,-,-,../Body Positions/Pigeon
8,Jumping (Pike) ⟮-⟯ [-] ⟨-⟩ ⧼Suspended⧽,Pike Jumping,Pike Jump,Suspended,,Jumping,Pike,-,-,-,../Body Positions/Pike Jumping
258,Planche (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Planche,,Balancing,,Planche,-,-,-,-,../Body Positions/Planche
53,Plank (-) ⟮-⟯ [-] ⟨-⟩ ⧼Crawling⧽,Plank,Low Plank,Crawling,,Plank,-,-,-,-,../Body Positions/Plank
345,Plough (-) ⟮-⟯ [-] ⟨-⟩ ⧼Inversion⧽,Plough,"Halasana, हलासन",Inversion,,Plough,-,-,-,-,../Body Positions/Plough
9,Arch (-) ⟮Prone⟯ [-] ⟨-⟩ ⧼Lying⧽,Prone Arch,,Lying,,Arch,-,Prone,-,-,../Body Positions/Prone Arch
138,Lying (-) ⟮Prone⟯ [-] ⟨-⟩ ⧼Lying⧽,Prone Lying,,Lying,,Lying,-,Prone,-,-,../Body Positions/Prone Lying
116,Prostration (-) ⟮-⟯ [-] ⟨-⟩ ⧼Crawling⧽,Prostration,Prostrating,Crawling,Gesture,Prostration,-,-,-,-,../Body Positions/Prostration
12,Standing (-) ⟮-⟯ [Raised Arms] ⟨-⟩ ⧼Standing⧽,Raised Arms Standing,Hasta Uttanasana,Standing,,Standing,-,-,Raised Arms,-,../Body Positions/Raised Arms Standing
161,Lying (-) ⟮Lateral⟯ [Raised Knee] ⟨-⟩ ⧼Lying⧽,Raised Knee Lateral Lying,Clamshell,Lying,,Lying,-,Lateral,Raised Knee,-,../Body Positions/Raised Knee Lateral Lying
178,Lying (-) ⟮Prone⟯ [Raised Knee] ⟨-⟩ ⧼Lying⧽,Raised Knee Prone Lying,,Lying,,Lying,-,-,Raised Knee,-,../Body Positions/Raised Knee Prone Lying
286,Fowler (High) ⟮Reverse⟯ [Raised Knee] ⟨-⟩ ⧼Sitting⧽,Raised Knee Reverse High Fowler,,Sitting,,Fowler,High,Reverse,Raised Knee,-,../Body Positions/Raised Knee Reverse High Fowler
287,Fowler (Low) ⟮Reverse⟯ [Raised Knee] ⟨-⟩ ⧼Sitting⧽,Raised Knee Reverse Low Fowler,,Sitting,,Fowler,Low,Reverse,Raised Knee,-,../Body Positions/Raised Knee Reverse Low Fowler
285,Fowler (Semi) ⟮Reverse⟯ [Raised Knee] ⟨-⟩ ⧼Sitting⧽,Raised Knee Reverse Semi Fowler,,Sitting,,Fowler,Semi,Reverse,Raised Knee,-,../Body Positions/Raised Knee Reverse Semi Fowler
271,Fowler (Semi) ⟮-⟯ [Raised Knee] ⟨-⟩ ⧼Sitting⧽,Raised Knee Semi Fowler,,Sitting,,Fowler,Semi,-,Raised Knee,-,../Body Positions/Raised Knee Semi Fowler
158,Lying (-) ⟮Supine⟯ [Raised Knee] ⟨-⟩ ⧼Lying⧽,Raised Knee Supine Lying,,Lying,,Lying,-,Supine,Raised Knee,-,../Body Positions/Raised Knee Supine Lying
264,Boat (-) ⟮-⟯ [Raised Knees] ⟨-⟩ ⧼Balancing⧽,Raised Knees Boat,,Balancing,,Boat,-,-,Raised Knees,-,../Body Positions/Raised Knees Boat
260,Fowler (High) ⟮-⟯ [Raised Knees] ⟨-⟩ ⧼Sitting⧽,Raised Knees High Fowler,,Sitting,,Fowler,High,-,Raised Knees,-,../Body Positions/Raised Knees High Fowler
171,Lying (-) ⟮Prone⟯ [Raised Knees] ⟨-⟩ ⧼Lying⧽,Raised Knees Prone Lying,,Lying,,Lying,-,-,Raised Knees,-,../Body Positions/Raised Knees Prone Lying
289,Fowler (High) ⟮Reverse⟯ [Raised Knees] ⟨-⟩ ⧼Sitting⧽,Raised Knees Reverse High Fowler,,Sitting,,Fowler,High,Reverse,Raised Knees,-,../Body Positions/Raised Knees Reverse High Fowler
290,Fowler (Low) ⟮Reverse⟯ [Raised Knees] ⟨-⟩ ⧼Sitting⧽,Raised Knees Reverse Low Fowler,,Sitting,,Fowler,Low,Reverse,Raised Knees,-,../Body Positions/Raised Knees Reverse Low Fowler
288,Fowler (Semi) ⟮Reverse⟯ [Raised Knees] ⟨-⟩ ⧼Sitting⧽,Raised Knees Reverse Semi Fowler,,Sitting,,Fowler,Semi,Reverse,Raised Knees,-,../Body Positions/Raised Knees Reverse Semi Fowler
261,Fowler (Semi) ⟮-⟯ [Raised Knees] ⟨-⟩ ⧼Sitting⧽,Raised Knees Semi Fowler,,Sitting,,Fowler,Semi,-,Raised Knees,-,../Body Positions/Raised Knees Semi Fowler
156,Lying (-) ⟮Supine⟯ [Raised Knees] ⟨-⟩ ⧼Lying⧽,Raised Knees Supine Lying,,Lying,,Lying,-,Supine,Raised Knees,-,../Body Positions/Raised Knees Supine Lying
162,Lying (-) ⟮Lateral⟯ [Raised Leg] ⟨-⟩ ⧼Lying⧽,Raised Leg Lateral Lying,,Lying,,Lying,-,Lateral,Raised Leg,-,../Body Positions/Raised Leg Lateral Lying
159,Lying (-) ⟮Supine⟯ [Raised Leg] ⟨-⟩ ⧼Lying⧽,Raised Leg Supine Lying,,Lying,,Lying,-,Supine,Raised Leg,-,../Body Positions/Raised Leg Supine Lying
176,Bridge (-) ⟮-⟯ [Raised Legs] ⟨-⟩ ⧼Inversion⧽,Raised Legs Bridge,,Inversion,,Bridge,-,-,Raised Legs,-,../Body Positions/Raised Legs Bridge
262,Fowler (High) ⟮-⟯ [Raised Legs] ⟨-⟩ ⧼Sitting⧽,Raised Legs High Fowler,,Sitting,,Fowler,High,-,Raised Legs,-,../Body Positions/Raised Legs High Fowler
170,Lying (-) ⟮Prone⟯ [Raised Legs] ⟨-⟩ ⧼Lying⧽,Raised Legs Prone Lying,,Lying,,Lying,-,-,Raised Legs,-,../Body Positions/Raised Legs Prone Lying
263,Fowler (Semi) ⟮-⟯ [Raised Legs] ⟨-⟩ ⧼Sitting⧽,Raised Legs Semi Fowler,,Sitting,,Fowler,Semi,-,Raised Legs,-,../Body Positions/Raised Legs Semi Fowler
157,Lying (-) ⟮Supine⟯ [Raised Legs] ⟨-⟩ ⧼Lying⧽,Raised Legs Supine Lying,,Lying,,Lying,-,Supine,Raised Legs,-,../Body Positions/Raised Legs Supine Lying
73,Lunge (-) ⟮Rear⟯ [-] ⟨-⟩ ⧼Lunging⧽,Rear Lunge,,Lunging,,Lunge,-,Rear,-,-,../Body Positions/Rear Lunge
143,Recovery (-) ⟮-⟯ [-] ⟨-⟩ ⧼Lying⧽,Recovery,,Lying,Medical,Recovery,-,-,-,-,../Body Positions/Recovery
126,Riding (Relaxed) ⟮-⟯ [-] ⟨-⟩ ⧼Straddling⧽,Relaxed Riding,,Straddling,,Riding,Relaxed,-,-,-,../Body Positions/Relaxed Riding
182,Bent (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Bending⧽,Reverse Bent,,Bending,,Bent,-,Reverse,-,-,../Body Positions/Reverse Bent
232,Child (-) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Reverse Child,,Kneeling,,Child,-,Reverse,-,-,../Body Positions/Reverse Child
110,Hanging (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Hanging⧽,Reverse Hanging,,Hanging,,Hanging,-,Reverse,-,-,../Body Positions/Reverse Hanging
52,Plank (High) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Crawling⧽,Reverse High Plank,,Crawling,,Plank,High,Reverse,-,-,../Body Positions/Reverse High Plank
60,Fowler (Low) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Sitting⧽,Reverse Low Fowler,,Sitting,,Fowler,Low,Reverse,-,-,../Body Positions/Reverse Low Fowler
259,Planche (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Balancing⧽,Reverse Planche,,Balancing,,Planche,-,Reverse,-,-,../Body Positions/Reverse Planche
62,Fowler (Semi) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Sitting⧽,Reverse Semi Fowler,,Sitting,,Fowler,Semi,Reverse,-,-,../Body Positions/Reverse Semi Fowler
112,Suspended (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Suspended⧽,Reverse Suspended,,Suspended,,Suspended,-,Reverse,-,-,../Body Positions/Reverse Suspended
30,Table Top (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Crawling⧽,Reverse Table Top,"Crab, Ardha Purvottanasana",Crawling,,Table Top,-,Reverse,-,-,../Body Positions/Reverse Table Top
297,Warrior (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼Standing⧽,Reverse Warrior,"Reversed Warrior, Viparita Virabhadrasana, विपरीतवीरभद्रासन",Standing,,Warrior,-,Reverse,-,-,../Body Positions/Reverse Warrior
119,Rose (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Rose,Rose,Lying,Medical,Rose,-,Supine,-,-,../Body Positions/Rose
243,Running (-) ⟮-⟯ [-] ⟨-⟩ ⧼Running⧽,Running,,Running,,Running,-,-,-,-,../Body Positions/Running
141,Military (Salute) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Salute Military,Salute Soldier,Standing,,Military,Salute,-,-,-,../Body Positions/Salute Military
323,Scales (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Scales,"Balance, Tulasana, तुलासन",Balancing,,Scales,-,-,-,-,../Body Positions/Scales
303,Scorpion (-) ⟮-⟯ [-] ⟨-⟩ ⧼Inversion⧽,Scorpion,"Vrischikasana, वृश्चिकासन",Inversion,,Scorpion,-,-,-,-,../Body Positions/Scorpion
307,Bent (Seated) ⟮Forward⟯ [-] ⟨-⟩ ⧼Sitting⧽,Seated Forward Bent,"Paschimottanasana, पश्चिमोत्तानासन",Sitting,,Bent,Seated,Forward,-,-,../Body Positions/Seated Forward Bent
90,Slouching (-) ⟮-⟯ [Seated] ⟨-⟩ ⧼Sitting⧽,Seated Slouching,,Sitting,,Slouching,-,-,Seated,-,../Body Positions/Seated Slouching
331,Twist (Seated) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Seated Twist,"Bharadvaja's Twist, Bharadvajasana, भरद्वाजासन",Kneeling,,Twist,Seated,-,-,-,../Body Positions/Seated Twist
58,Fowler (Semi) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Semi Fowler,45 Degree Fowler,Sitting,,Fowler,Semi,-,-,-,../Body Positions/Semi Fowler
343,Shoelace (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Shoelace,"Cow-faced, Gomukhasana, गोमुखासन",Sitting,Meditation,Shoelace,-,-,-,-,../Body Positions/Shoelace
257,Running (Short Stride) ⟮-⟯ [-] ⟨-⟩ ⧼Running⧽,Short Stride Running,,Running,,Running,Short Stride,-,-,-,../Body Positions/Short Stride Running
256,Walking (Short Stride) ⟮-⟯ [-] ⟨-⟩ ⧼Walking⧽,Short Stride Walking,,Walking,,Walking,Short Stride,-,-,-,../Body Positions/Short Stride Walking
312,Shoulderstand (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Shoulderstand,"Shoulder Stand, Sarvangasana, सालम्बसर्वाङ्गासन",Balancing,,Shoulderstand,-,-,-,-,../Body Positions/Shoulderstand
367,Side Angle (-) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Side Angle,"Parshvakonasana, पार्श्वकोणासन",Standing,,Side Angle,-,-,-,-,../Body Positions/Side Angle
113,Sims (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Lying⧽,Sims,,Lying,Sleeping,Sims,-,Lateral,-,-,../Body Positions/Sims
133,Kneeling (Sit) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Sit Kneeling,"Virasana, Hero's Pose",Kneeling,,Kneeling,Sit,-,-,-,../Body Positions/Sit Kneeling
63,Sitting (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Sitting,,Sitting,,Sitting,-,-,-,-,../Body Positions/Sitting
335,Snail (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Snail,"Arm Pressing Posture, Bhujapidasana, भुजपीडासन",Balancing,,Snail,-,-,-,-,../Body Positions/Snail
6,Jumping (-) ⟮-⟯ [Split] ⟨-⟩ ⧼Suspended⧽,Split Jumping,Split Jump,Suspended,,Jumping,-,-,Split,-,../Body Positions/Split Jumping
70,Squatting (-) ⟮-⟯ [Split] ⟨-⟩ ⧼Squatting⧽,Split Squatting,,Squatting,,Squatting,-,-,Split,-,../Body Positions/Split Squatting
67,Squatting (-) ⟮-⟯ [-] ⟨-⟩ ⧼Squatting⧽,Squatting,,Squatting,,Squatting,-,-,-,-,../Body Positions/Squatting
338,Staff (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Staff,"Dandasana, दण्डासन",Sitting,,Staff,-,-,-,-,../Body Positions/Staff
86,Standing (-) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Standing,,Standing,,Standing,-,-,-,-,../Body Positions/Standing
129,Starfish (-) ⟮-⟯ [-] ⟨-⟩ ⧼Lying⧽,Starfish,,Lying,Sleeping,Starfish,-,-,-,-,../Body Positions/Starfish
251,Running (Static) ⟮-⟯ [-] ⟨-⟩ ⧼Running⧽,Static Running,,Running,,Running,Static,-,-,-,../Body Positions/Static Running
250,Walking (Static) ⟮-⟯ [-] ⟨-⟩ ⧼Walking⧽,Static Walking,,Walking,,Walking,Static,-,-,-,../Body Positions/Static Walking
7,Jumping (-) ⟮-⟯ [Straddle] ⟨-⟩ ⧼Suspended⧽,Straddle Jumping,Straddle Jump,Suspended,,Jumping,-,-,Straddle,-,../Body Positions/Straddle Jumping
50,Planche (-) ⟮-⟯ [Straddle] ⟨-⟩ ⧼Balancing⧽,Straddle Planche,,Balancing,,Planche,-,-,Straddle,-,../Body Positions/Straddle Planche
179,Straddling (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straddling⧽,Straddling,,Straddling,,Straddling,-,-,-,-,../Body Positions/Straddling
33,Sitting (-) ⟮-⟯ [Straight Knees] ⟨-⟩ ⧼Sitting⧽,Straight Knees Sitting,,Sitting,,Sitting,-,-,Straight Knees,-,../Body Positions/Straight Knees Sitting
255,Running (Stride) ⟮-⟯ [-] ⟨-⟩ ⧼Running⧽,Stride Running,,Running,,Running,Stride,-,-,-,../Body Positions/Stride Running
254,Walking (Stride) ⟮-⟯ [-] ⟨-⟩ ⧼Walking⧽,Stride Walking,,Walking,,Walking,Stride,-,-,-,../Body Positions/Stride Walking
318,Sun Salutation (-) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Sun Salutation,"Salute to the Sun, Surya Namaskar, सुर्य नमस्कार",Standing,,Sun Salutation,-,-,-,-,../Body Positions/Sun Salutation
11,Hollow (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Supine Hollow,,Lying,,Hollow,-,Supine,-,-,../Body Positions/Supine Hollow
137,Lying (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Supine Lying,,Lying,,Lying,-,Supine,-,-,../Body Positions/Supine Lying
125,Eagle (Spread) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Supine Spread Eagle,"Spreadeagle, Spread-Eagle",Lying,,Eagle,Spread,Supine,-,-,../Body Positions/Supine Spread Eagle
200,Bent (-) ⟮-⟯ [1 Leg] ⟨-⟩ ⧼Bending⧽,Supported 1 Leg Bent,,Bending,,Bent,-,-,1 Leg,Supported,../Body Positions/Supported 1 Leg Bent
273,Boat (-) ⟮-⟯ [-] ⟨Supported⟩ ⧼Balancing⧽,Supported Boat,,Balancing,,Boat,-,-,-,Supported,../Body Positions/Supported Boat
24,Headstand (Half) ⟮-⟯ [-] ⟨Supported⟩ ⧼Headstand⧽,Supported Half Headstand,,Balancing,,Headstand,Half,-,-,Supported,../Body Positions/Supported Half Headstand
88,Suspended (-) ⟮-⟯ [-] ⟨-⟩ ⧼Suspended⧽,Suspended,,Suspended,,Suspended,-,-,-,-,../Body Positions/Suspended
216,Plank (High) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended High Plank,,Suspended,,Plank,High,-,Suspended,-,../Body Positions/Suspended High Plank
215,Plank (Low) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended Low Plank,,Suspended,,Plank,Low,-,Suspended,-,../Body Positions/Suspended Low Plank
44,Split (Over) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended Over Split,Suspended Oversplit,Suspended,Split,Split,Over,-,Suspended,-,../Body Positions/Suspended Over Split
19,Split (-) ⟮-⟯ [Suspended] ⟨-⟩ ⧼Suspended⧽,Suspended Split,,Suspended,Split,Split,-,-,Suspended,-,../Body Positions/Suspended Split
31,Table Top (-) ⟮-⟯ [-] ⟨-⟩ ⧼Crawling⧽,Table Top,Bharmanasana,Crawling,,Table Top,-,-,-,-,../Body Positions/Table Top
149,Thrust (-) ⟮-⟯ [-] ⟨-⟩ ⧼Bending⧽,Thrust,,Bending,,Thrust,-,-,-,-,../Body Positions/Thrust
294,Thunderbolt (-) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Thunderbolt,"Vajrasana, वज्रासन",Kneeling,Meditation,Thunderbolt,-,-,-,-,../Body Positions/Thunderbolt
354,Tortoise (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Tortoise,"Kurmasana, कूर्मासन",Sitting,,Tortoise,-,-,-,-,../Body Positions/Tortoise
302,Tree (-) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Tree,"Vrikshasana, वृक्षासन",Balancing,,Tree,-,-,-,-,../Body Positions/Tree
322,Triangle (-) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Triangle,"Trikonasana, Utthita Trikonasana, त्रिकोणासन, उत्थित त्रिकोणासन",Standing,,Triangle,-,-,-,-,../Body Positions/Triangle
145,Tripod (-) ⟮-⟯ [-] ⟨-⟩ ⧼Sitting⧽,Tripod,,Sitting,Medical,Tripod,-,-,-,-,../Body Positions/Tripod
23,Headstand (Tripod) ⟮-⟯ [-] ⟨-⟩ ⧼Headstand⧽,Tripod Headstand,,Balancing,,Headstand,Tripod,-,-,-,../Body Positions/Tripod Headstand
5,Jumping (Tuck) ⟮-⟯ [-] ⟨-⟩ ⧼Suspended⧽,Tuck Jumping,Tuck Jump,Suspended,,Jumping,Tuck,-,-,-,../Body Positions/Tuck Jumping
46,Planche (Tucked) ⟮-⟯ [-] ⟨-⟩ ⧼Balancing⧽,Tucked Planche,,Balancing,,Planche,Tucked,-,-,-,../Body Positions/Tucked Planche
41,Split (Twist) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Twist Split,"Twisting Split, Standing Twist Split, Standing Twisting Split",Standing,Split,Split,Twist,-,-,-,../Body Positions/Twist Split
164,Bent (Twisted) ⟮-⟯ [-] ⟨-⟩ ⧼Bending⧽,Twisted Bent,,Bending,,Bent,Twisted,-,-,-,../Body Positions/Twisted Bent
16,Split (-) ⟮Front⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Front Split,,Standing,Split,Split,-,Front,Upright,-,../Body Positions/Upright Front Split
40,Split (-) ⟮Lateral⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Lateral Split,"Trivikramasana, त्रिविक्रमासन",Standing,Split,Split,-,Lateral,Upright,-,../Body Positions/Upright Lateral Split
43,Split (Martial Arts) ⟮-⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Martial Arts Split,"Standing Martial Arts Split, Vertical Side Kick",Standing,Split,Split,Martial Arts,-,Upright,-,../Body Positions/Upright Martial Arts Split
42,Split (-) ⟮Rear⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Rear Split,,Standing,Split,Split,-,Rear,Upright,-,../Body Positions/Upright Rear Split
94,Slouching (-) ⟮-⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Slouching,,Standing,,Slouching,-,-,Upright,-,../Body Positions/Upright Slouching
45,Eagle (Spread) ⟮-⟯ [Upright] ⟨-⟩ ⧼Standing⧽,Upright Spread Eagle,,Standing,,Eagle,Spread,-,Upright,-,../Body Positions/Upright Spread Eagle
326,Dog (-) ⟮Upward⟯ [-] ⟨-⟩ ⧼Lying⧽,Upward Dog,"Upward Facing Dog, Urdhva Mukha Shvanasana, ऊर्ध्वमुखश्वानासन",Lying,,Dog,-,Upward,-,-,../Body Positions/Upward Dog
132,Jumping (-) ⟮Vertical⟯ [-] ⟨-⟩ ⧼Suspended⧽,Vertical Jumping,Vertical Jump,Suspended,,Jumping,-,Vertical,-,-,../Body Positions/Vertical Jumping
134,Kneeling (Vertical) ⟮-⟯ [-] ⟨-⟩ ⧼Kneeling⧽,Vertical Kneeling,,Kneeling,,Kneeling,Vertical,-,-,-,../Body Positions/Vertical Kneeling
144,Vertico Submental (-) ⟮-⟯ [-] ⟨-⟩ ⧼Lying⧽,Vertico Submental,Verticosubmental,Lying,Medical,Vertico Submental,-,-,-,-,../Body Positions/Vertico Submental
93,Riding (Very Relaxed) ⟮-⟯ [-] ⟨-⟩ ⧼Straddling⧽,Very Relaxed Riding,Fitness Riding,Straddling,,Riding,Very Relaxed,-,-,-,../Body Positions/Very Relaxed Riding
242,Walking (-) ⟮-⟯ [-] ⟨-⟩ ⧼Walking⧽,Walking,,Walking,,Walking,-,-,-,-,../Body Positions/Walking
298,Warrior (I) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Warrior I,"Warrior 1, Virabhadrasana I, वीरभद्रासन",Standing,,Warrior,-,-,-,-,../Body Positions/Warrior I
299,Warrior (II) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Warrior II,"Warrior 2, Virabhadrasana II, वीरभद्रासन II",Standing,,Warrior,-,-,-,-,../Body Positions/Warrior II
300,Warrior (III) ⟮-⟯ [-] ⟨-⟩ ⧼Standing⧽,Warrior III,"Warrior 3, Virabhadrasana III, वीरभद्रासन III",Standing,,Warrior,-,-,-,-,../Body Positions/Warrior III
325,Wheel (-) ⟮-⟯ [-] ⟨-⟩ ⧼Inversion⧽,Wheel,"Upwards Facing Bow, Urdhva Dhanurasana, Chakrasana, ऊर्ध्वधनुरासन, चक्रासन",Inversion,,Wheel,-,-,-,-,../Body Positions/Wheel
309,Bent (-) ⟮Forward⟯ [Wide Stance] ⟨-⟩ ⧼Bending⧽,Wide Stance Forward Bend,"Prasarita Padottanasana, प्रसारित पादोत्तानासन",Bending,,Bent,-,Forward,Wide Stance,-,../Body Positions/Wide Stance Forward Bend
128,Yearner (-) ⟮Lateral⟯ [-] ⟨-⟩ ⧼Lying⧽,Yearner,,Lying,Sleeping,Yearner,-,Lateral,-,-,../Body Positions/Yearner
304,Yogic Sleep (-) ⟮Supine⟯ [-] ⟨-⟩ ⧼Lying⧽,Yogic Sleep,"Noose Mudra, Yoganidrasana, Pasini Mudra, योगनिद्रासन",Lying,,Yogic Sleep,-,Supine,-,-,../Body Positions/Yogic Sleep
